age,sex,geo,TIME_PERIOD,OBS_VALUE
TOTAL,F,EE,2018,698049.0
TOTAL,F,EE,2019,699185.0
TOTAL,F,EE,2020,699699.0
TOTAL,F,EE,2021,699153.0
TOTAL,F,EE,2022,698381.0
TOTAL,F,EE,2023,718518.0
TOTAL,F,EL,1960,4285115.0
TOTAL,F,EL,1961,4293142.0
TOTAL,F,EL,1962,4311290.0
TOTAL,F,EL,1963,4348312.0
TOTAL,F,EL,1964,4352132.0
TOTAL,F,EL,1965,4388771.0
TOTAL,F,EL,1966,4397054.0
TOTAL,F,EL,1967,4451418.0
TOTAL,F,EL,1968,4462034.0
TOTAL,F,EL,1969,4504043.0
TOTAL,F,EL,1970,4496139.0
TOTAL,F,EL,1971,4500567.0
TOTAL,F,EL,1972,4523501.0
TOTAL,F,EL,1973,4556373.0
TOTAL,F,EL,1974,4560652.0
TOTAL,F,EL,1975,4586952.0
TOTAL,F,EL,1976,4642909.0
TOTAL,F,EL,1977,4732914.0
TOTAL,F,EL,1978,4768966.0
TOTAL,F,EL,1979,4850568.0
TOTAL,F,EL,1980,4881854.0
TOTAL,F,EL,1981,4936482.0
TOTAL,F,EL,1982,4961078.0
TOTAL,F,EL,1983,4992484.0
TOTAL,F,EL,1984,5017620.0
TOTAL,F,EL,1985,5040100.0
TOTAL,F,EL,1986,5050772.0
TOTAL,F,EL,1987,5070561.0
TOTAL,F,EL,1988,5086737.0
TOTAL,F,EL,1989,5109666.0
TOTAL,F,EL,1990,5138914.0
TOTAL,F,EL,1991,5216182.0
TOTAL,F,EL,1992,5261868.0
TOTAL,F,EL,1993,5293502.0
TOTAL,F,EL,1994,5323509.0
TOTAL,F,EL,1995,5347307.0
TOTAL,F,EL,1996,5374260.0
TOTAL,F,EL,1997,5397100.0
TOTAL,F,EL,1998,5429540.0
TOTAL,F,EL,1999,5457870.0
TOTAL,F,EL,2000,5474106.0
TOTAL,F,EL,2001,5505941.0
TOTAL,F,EL,2002,5507229.0
TOTAL,F,EL,2003,5520990.0
TOTAL,F,EL,2004,5534293.0
TOTAL,F,EL,2005,5551450.0
TOTAL,F,EL,2006,5571325.0
TOTAL,F,EL,2007,5593763.0
TOTAL,F,EL,2008,5612990.0
TOTAL,F,EL,2009,5638650.0
TOTAL,F,EL,2010,5658424.0
TOTAL,F,EL,2011,5669948.0
TOTAL,F,EL,2012,5662522.0
TOTAL,F,EL,2013,5637364.0
TOTAL,F,EL,2014,5613568.0
TOTAL,F,EL,2015,5589628.0
TOTAL,F,EL,2016,5559538.0
TOTAL,F,EL,2017,5546916.0
TOTAL,F,EL,2018,5531125.0
TOTAL,F,EL,2019,5516306.0
TOTAL,F,EL,2020,5503077.0
TOTAL,F,EL,2021,5482584.0
TOTAL,F,EL,2022,5345035.0
TOTAL,F,EL,2023,5323391.0
TOTAL,F,ES,1960,15495960.0
TOTAL,F,ES,1961,15626760.0
TOTAL,F,ES,1962,15865674.0
TOTAL,F,ES,1963,15984967.0
TOTAL,F,ES,1964,16121618.0
TOTAL,F,ES,1965,16279822.0
TOTAL,F,ES,1966,16448322.0
TOTAL,F,ES,1967,16559515.0
TOTAL,F,ES,1968,16848661.0
TOTAL,F,ES,1969,17029108.0
TOTAL,F,ES,1970,17173310.0
TOTAL,F,ES,1971,17398898.0
TOTAL,F,ES,1972,17580396.0
TOTAL,F,ES,1973,17772628.0
TOTAL,F,ES,1974,17957231.0
TOTAL,F,ES,1975,18150004.0
TOTAL,F,ES,1976,18333864.0
TOTAL,F,ES,1977,18521877.0
TOTAL,F,ES,1978,18700859.0
TOTAL,F,ES,1979,18868438.0
TOTAL,F,ES,1980,19023427.0
TOTAL,F,ES,1981,19167940.0
TOTAL,F,ES,1982,19290450.0
TOTAL,F,ES,1983,19394758.0
TOTAL,F,ES,1984,19477810.0
TOTAL,F,ES,1985,19558571.0
TOTAL,F,ES,1986,19625071.0
TOTAL,F,ES,1987,19683096.0
TOTAL,F,ES,1988,19735868.0
TOTAL,F,ES,1989,19778621.0
TOTAL,F,ES,1990,19813442.0
TOTAL,F,ES,1991,19838598.0
TOTAL,F,ES,1992,19925307.0
TOTAL,F,ES,1993,20032645.0
TOTAL,F,ES,1994,20130190.0
TOTAL,F,ES,1995,20221727.0
TOTAL,F,ES,1996,20307916.0
TOTAL,F,ES,1997,20391551.0
TOTAL,F,ES,1998,20478884.0
TOTAL,F,ES,1999,20559311.0
TOTAL,F,ES,2000,20643843.0
TOTAL,F,ES,2001,20741653.0
TOTAL,F,ES,2002,20919754.0
TOTAL,F,ES,2003,21285371.0
TOTAL,F,ES,2004,21622874.0
TOTAL,F,ES,2005,21961051.0
TOTAL,F,ES,2006,22290653.0
TOTAL,F,ES,2007,22665690.0
TOTAL,F,ES,2008,23077456.0
TOTAL,F,ES,2009,23358739.0
TOTAL,F,ES,2010,23504347.0
TOTAL,F,ES,2011,23617694.0
TOTAL,F,ES,2012,23719207.0
TOTAL,F,ES,2013,23710130.0
TOTAL,F,ES,2014,23634738.0
TOTAL,F,ES,2015,23623019.0
TOTAL,F,ES,2016,23632635.0
TOTAL,F,ES,2017,23693426.0
TOTAL,F,ES,2018,23776565.0
TOTAL,F,ES,2019,23927801.0
TOTAL,F,ES,2020,24133301.0
TOTAL,F,ES,2021,24171413.0
TOTAL,F,ES,2022,24195741.0
TOTAL,F,ES,2023,24519768.0
TOTAL,F,EU27_2020,1985,211789008.0
TOTAL,F,EU27_2020,1990,214665583.0
TOTAL,F,EU27_2020,1991,215368606.0
TOTAL,F,EU27_2020,1992,215814405.0
TOTAL,F,EU27_2020,1993,216499243.0
TOTAL,F,EU27_2020,1994,217101646.0
TOTAL,F,EU27_2020,1995,217555427.0
TOTAL,F,EU27_2020,1996,217901614.0
TOTAL,F,EU27_2020,1997,218225897.0
TOTAL,F,EU27_2020,1998,219376548.0
TOTAL,F,EU27_2020,1999,219652905.0
TOTAL,F,EU27_2020,2000,219945375.0
TOTAL,F,EU27_2020,2001,220341633.0
TOTAL,F,EU27_2020,2002,220544882.0
TOTAL,F,EU27_2020,2003,221274193.0
TOTAL,F,EU27_2020,2004,222042482.0
TOTAL,F,EU27_2020,2005,222841116.0
TOTAL,F,EU27_2020,2006,223515552.0
TOTAL,F,EU27_2020,2007,224188035.0
TOTAL,F,EU27_2020,2008,224899187.0
TOTAL,F,EU27_2020,2009,225552613.0
TOTAL,F,EU27_2020,2010,225829427.0
TOTAL,F,EU27_2020,2011,225708502.0
TOTAL,F,EU27_2020,2012,226006146.0
TOTAL,F,EU27_2020,2013,226300167.0
TOTAL,F,EU27_2020,2014,227036625.0
TOTAL,F,EU27_2020,2015,227381928.0
TOTAL,F,EU27_2020,2016,227733475.0
TOTAL,F,EU27_2020,2017,228050037.0
TOTAL,F,EU27_2020,2018,228326248.0
TOTAL,F,EU27_2020,2019,228372753.0
TOTAL,F,EU27_2020,2020,228763757.0
TOTAL,F,EU27_2020,2021,228568107.0
TOTAL,F,EU27_2020,2022,228390297.0
TOTAL,F,EU27_2020,2023,229400684.0
TOTAL,F,FI,1960,2288381.0
TOTAL,F,FI,1961,2303959.0
TOTAL,F,FI,1962,2317914.0
TOTAL,F,FI,1963,2332974.0
TOTAL,F,FI,1964,2348766.0
TOTAL,F,FI,1965,2357227.0
TOTAL,F,FI,1966,2362646.0
TOTAL,F,FI,1967,2373241.0
TOTAL,F,FI,1968,2387057.0
TOTAL,F,FI,1969,2393611.0
TOTAL,F,FI,1970,2384060.0
TOTAL,F,FI,1971,2378351.0
TOTAL,F,FI,1972,2391875.0
TOTAL,F,FI,1973,2404350.0
TOTAL,F,FI,1974,2416619.0
TOTAL,F,FI,1975,2428572.0
TOTAL,F,FI,1976,2438377.0
TOTAL,F,FI,1977,2444444.0
TOTAL,F,FI,1978,2451299.0
TOTAL,F,FI,1979,2457298.0
TOTAL,F,FI,1980,2464508.0
TOTAL,F,FI,1981,2472935.0
TOTAL,F,FI,1982,2484677.0
TOTAL,F,FI,1983,2498846.0
TOTAL,F,FI,1984,2512686.0
TOTAL,F,FI,1985,2524520.0
TOTAL,F,FI,1986,2532884.0
TOTAL,F,FI,1987,2539778.0
TOTAL,F,FI,1988,2545734.0
TOTAL,F,FI,1989,2552991.0
TOTAL,F,FI,1990,2561623.0
TOTAL,F,FI,1991,2572274.0
TOTAL,F,FI,1992,2585960.0
TOTAL,F,FI,1993,2597700.0
TOTAL,F,FI,1994,2607716.0
TOTAL,F,FI,1995,2617105.0
TOTAL,F,FI,1996,2625125.0
TOTAL,F,FI,1997,2631724.0
TOTAL,F,FI,1998,2638251.0
TOTAL,F,FI,1999,2643571.0
TOTAL,F,FI,2000,2648276.0
TOTAL,F,FI,2001,2651774.0
TOTAL,F,FI,2002,2657304.0
TOTAL,F,FI,2003,2661379.0
TOTAL,F,FI,2004,2666839.0
TOTAL,F,FI,2005,2674534.0
TOTAL,F,FI,2006,2683230.0
TOTAL,F,FI,2007,2693213.0
TOTAL,F,FI,2008,2703697.0
TOTAL,F,FI,2009,2714661.0
TOTAL,F,FI,2010,2726360.0
TOTAL,F,FI,2011,2736860.0
TOTAL,F,FI,2012,2748733.0
TOTAL,F,FI,2013,2760052.0
TOTAL,F,FI,2014,2770906.0
TOTAL,F,FI,2015,2779890.0
TOTAL,F,FI,2016,2785818.0
TOTAL,F,FI,2017,2790970.0
TOTAL,F,FI,2018,2793999.0
TOTAL,F,FI,2019,2794629.0
TOTAL,F,FI,2020,2797030.0
TOTAL,F,FI,2021,2799985.0
TOTAL,F,FI,2022,2805140.0
TOTAL,F,FI,2023,2810493.0
TOTAL,F,FR,1991,29922325.0
TOTAL,F,FR,1992,30077312.0
TOTAL,F,FR,1993,30227980.0
TOTAL,F,FR,1994,30352301.0
TOTAL,F,FR,1995,30473942.0
TOTAL,F,FR,1996,30592988.0
TOTAL,F,FR,1997,30705968.0
TOTAL,F,FR,1998,30822400.0
TOTAL,F,FR,1999,30944296.0
TOTAL,F,FR,2000,31161369.0
TOTAL,F,FR,2001,31400989.0
TOTAL,F,FR,2002,31645924.0
TOTAL,F,FR,2003,31887488.0
TOTAL,F,FR,2004,32120553.0
TOTAL,F,FR,2005,32387008.0
TOTAL,F,FR,2006,32638535.0
TOTAL,F,FR,2007,32841832.0
TOTAL,F,FR,2008,33026963.0
TOTAL,F,FR,2009,33202247.0
TOTAL,F,FR,2010,33357092.0
TOTAL,F,FR,2011,33515819.0
TOTAL,F,FR,2012,33671600.0
TOTAL,F,FR,2013,33827685.0
TOTAL,F,FR,2014,34120851.0
TOTAL,F,FR,2015,34283895.0
TOTAL,F,FR,2016,34391005.0
TOTAL,F,FR,2017,34495464.0
TOTAL,F,FR,2018,34611994.0
TOTAL,F,FR,2019,34701745.0
TOTAL,F,FR,2020,34787547.0
TOTAL,F,FR,2021,34939338.0
TOTAL,F,FR,2022,35035940.0
TOTAL,F,FR,2023,35161186.0
TOTAL,F,GE,2000,2342400.0
TOTAL,F,GE,2001,2325600.0
TOTAL,F,GE,2002,2309800.0
TOTAL,F,GE,2003,2290700.0
TOTAL,F,GE,2004,2276200.0
TOTAL,F,GE,2005,2277900.0
TOTAL,F,GE,2006,2317400.0
TOTAL,F,GE,2007,2315157.0
TOTAL,F,GE,2008,2303675.0
TOTAL,F,GE,2009,2304622.0
TOTAL,F,GE,2010,2327477.0
TOTAL,F,GE,2011,2341972.0
TOTAL,F,GE,2012,2353823.0
TOTAL,F,GE,2014,2349126.0
TOTAL,F,GE,2015,1951000.0
TOTAL,F,GE,2016,1940900.0
TOTAL,F,GE,2017,1936700.0
TOTAL,F,GE,2018,1938074.0
TOTAL,F,GE,2019,1932565.0
TOTAL,F,GE,2020,1926579.0
TOTAL,F,GE,2021,1932350.0
TOTAL,F,GE,2022,1918652.0
TOTAL,F,GE,2023,1942537.0
TOTAL,F,HR,1981,2374579.0
TOTAL,F,HR,1982,2384760.0
TOTAL,F,HR,1983,2397661.0
TOTAL,F,HR,1984,2409164.0
TOTAL,F,HR,1985,2419923.0
TOTAL,F,HR,1986,2430335.0
TOTAL,F,HR,1987,2439765.0
TOTAL,F,HR,1988,2448230.0
TOTAL,F,HR,1989,2454827.0
TOTAL,F,HR,1990,2459978.0
TOTAL,F,HR,1991,2464631.0
TOTAL,F,HR,1992,2379424.0
TOTAL,F,HR,1993,2366359.0
TOTAL,F,HR,1994,2412786.0
TOTAL,F,HR,1995,2419922.0
TOTAL,F,HR,1996,2379549.0
TOTAL,F,HR,1997,2354543.0
TOTAL,F,HR,1998,2356509.0
TOTAL,F,HR,1999,2351650.0
TOTAL,F,HR,2000,2334657.0
TOTAL,F,HR,2001,2231309.0
TOTAL,F,HR,2002,2236467.0
TOTAL,F,HR,2003,2236999.0
TOTAL,F,HR,2004,2236884.0
TOTAL,F,HR,2005,2238580.0
TOTAL,F,HR,2006,2238554.0
TOTAL,F,HR,2007,2237349.0
TOTAL,F,HR,2008,2234979.0
TOTAL,F,HR,2009,2233029.0
TOTAL,F,HR,2010,2228196.0
TOTAL,F,HR,2011,2221105.0
TOTAL,F,HR,2012,2213675.0
TOTAL,F,HR,2013,2205657.0
TOTAL,F,HR,2014,2197061.0
TOTAL,F,HR,2015,2186089.0
TOTAL,F,HR,2016,2167872.0
TOTAL,F,HR,2017,2149003.0
TOTAL,F,HR,2018,2123694.0
TOTAL,F,HR,2019,2103674.0
TOTAL,F,HR,2020,2086515.0
TOTAL,F,HR,2021,2071425.0
TOTAL,F,HR,2022,2000012.0
TOTAL,F,HR,2023,1989028.0
TOTAL,F,HU,1960,5157001.0
TOTAL,F,HU,1961,5177816.0
TOTAL,F,HU,1962,5198464.0
TOTAL,F,HU,1963,5208343.0
TOTAL,F,HU,1964,5223820.0
TOTAL,F,HU,1965,5238653.0
TOTAL,F,HU,1966,5250423.0
TOTAL,F,HU,1967,5267515.0
TOTAL,F,HU,1968,5286439.0
TOTAL,F,HU,1969,5305610.0
TOTAL,F,HU,1970,5318448.0
TOTAL,F,HU,1971,5334249.0
TOTAL,F,HU,1972,5348576.0
TOTAL,F,HU,1973,5365355.0
TOTAL,F,HU,1974,5381650.0
TOTAL,F,HU,1975,5411727.0
TOTAL,F,HU,1976,5443187.0
TOTAL,F,HU,1977,5469407.0
TOTAL,F,HU,1978,5492842.0
TOTAL,F,HU,1979,5507505.0
TOTAL,F,HU,1980,5520754.0
TOTAL,F,HU,1981,5524686.0
TOTAL,F,HU,1982,5526399.0
TOTAL,F,HU,1983,5523082.0
TOTAL,F,HU,1984,5515266.0
TOTAL,F,HU,1985,5508088.0
TOTAL,F,HU,1986,5501882.0
TOTAL,F,HU,1987,5494519.0
TOTAL,F,HU,1988,5488096.0
TOTAL,F,HU,1989,5481899.0
TOTAL,F,HU,1990,5389919.0
TOTAL,F,HU,1991,5393320.0
TOTAL,F,HU,1992,5397917.0
TOTAL,F,HU,1993,5398707.0
TOTAL,F,HU,1994,5396582.0
TOTAL,F,HU,1995,5395080.0
TOTAL,F,HU,1996,5392007.0
TOTAL,F,HU,1997,5385291.0
TOTAL,F,HU,1998,5377960.0
TOTAL,F,HU,1999,5369020.0
TOTAL,F,HU,2000,5356450.0
TOTAL,F,HU,2001,5349286.0
TOTAL,F,HU,2002,5337873.0
TOTAL,F,HU,2003,5323906.0
TOTAL,F,HU,2004,5312629.0
TOTAL,F,HU,2005,5304434.0
TOTAL,F,HU,2006,5292002.0
TOTAL,F,HU,2007,5287080.0
TOTAL,F,HU,2008,5275839.0
TOTAL,F,HU,2009,5267925.0
TOTAL,F,HU,2010,5257424.0
TOTAL,F,HU,2011,5241821.0
TOTAL,F,HU,2012,5207259.0
TOTAL,F,HU,2013,5192845.0
TOTAL,F,HU,2014,5173974.0
TOTAL,F,HU,2015,5159792.0
TOTAL,F,HU,2016,5141966.0
TOTAL,F,HU,2017,5122270.0
TOTAL,F,HU,2018,5106769.0
TOTAL,F,HU,2019,5096935.0
TOTAL,F,HU,2020,5088736.0
TOTAL,F,HU,2021,5066978.0
TOTAL,F,HU,2022,5044135.0
TOTAL,F,HU,2023,4974484.0
TOTAL,F,IE,1960,1406500.0
TOTAL,F,IE,1961,1402600.0
TOTAL,F,IE,1962,1405900.0
TOTAL,F,IE,1963,1414800.0
TOTAL,F,IE,1964,1422300.0
TOTAL,F,IE,1965,1428500.0
TOTAL,F,IE,1966,1433800.0
TOTAL,F,IE,1967,1440800.0
TOTAL,F,IE,1968,1447200.0
TOTAL,F,IE,1969,1453600.0
TOTAL,F,IE,1970,1464400.0
TOTAL,F,IE,1971,1478900.0
TOTAL,F,IE,1972,1499600.0
TOTAL,F,IE,1973,1523300.0
TOTAL,F,IE,1974,1548100.0
TOTAL,F,IE,1975,1573800.0
TOTAL,F,IE,1976,1598800.0
TOTAL,F,IE,1977,1621400.0
TOTAL,F,IE,1978,1642700.0
TOTAL,F,IE,1979,1668200.0
TOTAL,F,IE,1980,1687700.0
TOTAL,F,IE,1981,1708700.0
TOTAL,F,IE,1982,1728700.0
TOTAL,F,IE,1983,1743900.0
TOTAL,F,IE,1984,1756700.0
TOTAL,F,IE,1985,1767300.0
TOTAL,F,IE,1986,1763217.0
TOTAL,F,IE,1987,1775013.0
TOTAL,F,IE,1988,1773085.0
TOTAL,F,IE,1989,1767175.0
TOTAL,F,IE,1990,1763762.0
TOTAL,F,IE,1991,1770102.0
TOTAL,F,IE,1992,1782776.0
TOTAL,F,IE,1993,1793716.0
TOTAL,F,IE,1994,1801045.0
TOTAL,F,IE,1995,1810405.0
TOTAL,F,IE,1996,1822709.0
TOTAL,F,IE,1997,1840254.0
TOTAL,F,IE,1998,1859395.0
TOTAL,F,IE,1999,1878331.0
TOTAL,F,IE,2000,1900701.0
TOTAL,F,IE,2001,1927201.0
TOTAL,F,IE,2002,1961797.0
TOTAL,F,IE,2003,1994964.0
TOTAL,F,IE,2004,2025689.0
TOTAL,F,IE,2005,2062322.0
TOTAL,F,IE,2006,2104707.0
TOTAL,F,IE,2007,2167328.0
TOTAL,F,IE,2008,2231011.0
TOTAL,F,IE,2009,2268664.0
TOTAL,F,IE,2010,2288454.0
TOTAL,F,IE,2011,2301455.0
TOTAL,F,IE,2012,2315288.0
TOTAL,F,IE,2013,2326317.0
TOTAL,F,IE,2014,2342002.0
TOTAL,F,IE,2015,2364285.0
TOTAL,F,IE,2016,2387145.0
TOTAL,F,IE,2017,2416465.0
TOTAL,F,IE,2018,2438169.0
TOTAL,F,IE,2019,2475359.0
TOTAL,F,IE,2020,2506783.0
TOTAL,F,IE,2021,2528521.0
TOTAL,F,IE,2022,2556297.0
TOTAL,F,IE,2023,2666848.0
TOTAL,F,IS,1960,86082.0
TOTAL,F,IS,1961,87714.0
TOTAL,F,IS,1962,89410.0
TOTAL,F,IS,1963,90989.0
TOTAL,F,IS,1964,92606.0
TOTAL,F,IS,1965,94332.0
TOTAL,F,IS,1966,95906.0
TOTAL,F,IS,1967,97525.0
TOTAL,F,IS,1968,98979.0
TOTAL,F,IS,1969,100180.0
TOTAL,F,IS,1970,100886.0
TOTAL,F,IS,1971,101268.0
TOTAL,F,IS,1972,102568.0
TOTAL,F,IS,1973,104343.0
TOTAL,F,IS,1974,105726.0
TOTAL,F,IS,1975,107158.0
TOTAL,F,IS,1976,108509.0
TOTAL,F,IS,1977,109429.0
TOTAL,F,IS,1978,110269.0
TOTAL,F,IS,1979,111272.0
TOTAL,F,IS,1980,112509.0
TOTAL,F,IS,1981,113744.0
TOTAL,F,IS,1982,115182.0
TOTAL,F,IS,1983,116852.0
TOTAL,F,IS,1984,118447.0
TOTAL,F,IS,1985,119569.0
TOTAL,F,IS,1986,120482.0
TOTAL,F,IS,1987,121501.0
TOTAL,F,IS,1988,123201.0
TOTAL,F,IS,1989,125356.0
TOTAL,F,IS,1990,126353.0
TOTAL,F,IS,1991,127443.0
TOTAL,F,IS,1992,129480.0
TOTAL,F,IS,1993,130786.0
TOTAL,F,IS,1994,132113.0
TOTAL,F,IS,1995,133087.0
TOTAL,F,IS,1996,133648.0
TOTAL,F,IS,1997,134641.0
TOTAL,F,IS,1998,135937.0
TOTAL,F,IS,1999,137626.0
TOTAL,F,IS,2000,139384.0
TOTAL,F,IS,2001,141491.0
TOTAL,F,IS,2002,143125.0
TOTAL,F,IS,2003,144184.0
TOTAL,F,IS,2004,145169.0
TOTAL,F,IS,2005,146407.0
TOTAL,F,IS,2006,148689.0
TOTAL,F,IS,2007,151096.0
TOTAL,F,IS,2008,154563.0
TOTAL,F,IS,2009,157300.0
TOTAL,F,IS,2010,157694.0
TOTAL,F,IS,2011,158446.0
TOTAL,F,IS,2012,159211.0
TOTAL,F,IS,2013,160419.0
TOTAL,F,IS,2014,162353.0
TOTAL,F,IS,2015,163914.0
TOTAL,F,IS,2016,165259.0
TOTAL,F,IS,2017,167316.0
TOTAL,F,IS,2018,170850.0
TOTAL,F,IS,2019,174154.0
TOTAL,F,IS,2020,177193.0
TOTAL,F,IS,2021,179749.0
TOTAL,F,IS,2022,183153.0
TOTAL,F,IS,2023,187800.0
TOTAL,F,IT,1960,25526600.0
TOTAL,F,IT,1961,25705200.0
TOTAL,F,IT,1962,25869700.0
TOTAL,F,IT,1963,26059500.0
TOTAL,F,IT,1964,26257200.0
TOTAL,F,IT,1965,26498800.0
TOTAL,F,IT,1966,26710200.0
TOTAL,F,IT,1967,26916800.0
TOTAL,F,IT,1968,27106400.0
TOTAL,F,IT,1969,27268300.0
TOTAL,F,IT,1970,27425300.0
TOTAL,F,IT,1971,27567700.0
TOTAL,F,IT,1972,27689524.0
TOTAL,F,IT,1973,27896980.0
TOTAL,F,IT,1974,28088587.0
TOTAL,F,IT,1975,28286439.0
TOTAL,F,IT,1976,28451492.0
TOTAL,F,IT,1977,28598245.0
TOTAL,F,IT,1978,28725411.0
TOTAL,F,IT,1979,28837685.0
TOTAL,F,IT,1980,28929293.0
TOTAL,F,IT,1981,28994072.0
TOTAL,F,IT,1982,29036636.0
TOTAL,F,IT,1983,29062838.0
TOTAL,F,IT,1984,29069034.0
TOTAL,F,IT,1985,29087244.0
TOTAL,F,IT,1986,29097656.0
TOTAL,F,IT,1987,29101045.0
TOTAL,F,IT,1988,29113808.0
TOTAL,F,IT,1989,29138062.0
TOTAL,F,IT,1990,29166531.0
TOTAL,F,IT,1991,29196748.0
TOTAL,F,IT,1992,29218960.0
TOTAL,F,IT,1993,29249194.0
TOTAL,F,IT,1994,29266001.0
TOTAL,F,IT,1995,29275445.0
TOTAL,F,IT,1996,29283903.0
TOTAL,F,IT,1997,29309590.0
TOTAL,F,IT,1998,29332801.0
TOTAL,F,IT,1999,29345361.0
TOTAL,F,IT,2000,29360536.0
TOTAL,F,IT,2001,29384366.0
TOTAL,F,IT,2002,29402457.0
TOTAL,F,IT,2003,29471857.0
TOTAL,F,IT,2004,29650299.0
TOTAL,F,IT,2005,29830543.0
TOTAL,F,IT,2006,29925637.0
TOTAL,F,IT,2007,30011510.0
TOTAL,F,IT,2008,30241633.0
TOTAL,F,IT,2009,30430579.0
TOTAL,F,IT,2010,30540758.0
TOTAL,F,IT,2011,30649434.0
TOTAL,F,IT,2012,30667608.0
TOTAL,F,IT,2013,30795630.0
TOTAL,F,IT,2014,31298104.0
TOTAL,F,IT,2015,31294022.0
TOTAL,F,IT,2016,31209230.0
TOTAL,F,IT,2017,31143704.0
TOTAL,F,IT,2018,31056366.0
TOTAL,F,IT,2019,30685478.0
TOTAL,F,IT,2020,30591392.0
TOTAL,F,IT,2021,30369987.0
TOTAL,F,IT,2022,30211177.0
TOTAL,F,IT,2023,30182369.0
TOTAL,F,LI,1960,8342.0
TOTAL,F,LI,1961,8498.0
TOTAL,F,LI,1962,8695.0
TOTAL,F,LI,1963,8981.0
TOTAL,F,LI,1964,9223.0
TOTAL,F,LI,1965,9460.0
TOTAL,F,LI,1966,9704.0
TOTAL,F,LI,1967,9969.0
TOTAL,F,LI,1968,10217.0
TOTAL,F,LI,1969,10592.0
TOTAL,F,LI,1970,10871.0
TOTAL,F,LI,1971,10734.0
TOTAL,F,LI,1972,10991.0
TOTAL,F,LI,1973,11298.0
TOTAL,F,LI,1974,11640.0
TOTAL,F,LI,1975,11855.0
TOTAL,F,LI,1976,12036.0
TOTAL,F,LI,1977,12197.0
TOTAL,F,LI,1978,12470.0
TOTAL,F,LI,1979,12729.0
TOTAL,F,LI,1980,12913.0
TOTAL,F,LI,1981,12696.0
TOTAL,F,LI,1982,13228.0
TOTAL,F,LI,1983,13376.0
TOTAL,F,LI,1984,13520.0
TOTAL,F,LI,1985,13602.0
TOTAL,F,LI,1986,13833.0
TOTAL,F,LI,1987,14004.0
TOTAL,F,LI,1988,14187.0
TOTAL,F,LI,1989,14389.0
TOTAL,F,LI,1990,14533.0
TOTAL,F,LI,1991,14567.0
TOTAL,F,LI,1992,15011.0
TOTAL,F,LI,1993,15332.0
TOTAL,F,LI,1994,15535.0
TOTAL,F,LI,1995,15731.0
TOTAL,F,LI,1996,15823.0
TOTAL,F,LI,1997,15967.0
TOTAL,F,LI,1998,16113.0
TOTAL,F,LI,1999,16387.0
TOTAL,F,LI,2000,16650.0
TOTAL,F,LI,2001,16825.0
TOTAL,F,LI,2002,17088.0
TOTAL,F,LI,2003,17232.0
TOTAL,F,LI,2004,17413.0
TOTAL,F,LI,2005,17550.0
TOTAL,F,LI,2006,17701.0
TOTAL,F,LI,2007,17825.0
TOTAL,F,LI,2008,17908.0
TOTAL,F,LI,2009,17998.0
TOTAL,F,LI,2010,18125.0
TOTAL,F,LI,2011,18263.0
TOTAL,F,LI,2012,18433.0
TOTAL,F,LI,2013,18591.0
TOTAL,F,LI,2014,18729.0
TOTAL,F,LI,2015,18813.0
TOTAL,F,LI,2016,18962.0
TOTAL,F,LI,2017,19064.0
TOTAL,F,LI,2018,19224.0
TOTAL,F,LI,2019,19353.0
TOTAL,F,LI,2020,19532.0
TOTAL,F,LI,2021,19687.0
TOTAL,F,LI,2022,19812.0
TOTAL,F,LI,2023,19989.0
TOTAL,F,LT,1970,1656091.0
TOTAL,F,LT,1971,1676636.0
TOTAL,F,LT,1972,1694750.0
TOTAL,F,LT,1973,1710641.0
TOTAL,F,LT,1974,1725253.0
TOTAL,F,LT,1975,1739999.0
TOTAL,F,LT,1976,1753156.0
TOTAL,F,LT,1977,1767045.0
TOTAL,F,LT,1978,1779573.0
TOTAL,F,LT,1979,1792051.0
TOTAL,F,LT,1980,1801928.0
TOTAL,F,LT,1981,1811955.0
TOTAL,F,LT,1982,1823260.0
TOTAL,F,LT,1983,1837425.0
TOTAL,F,LT,1984,1852487.0
TOTAL,F,LT,1985,1866667.0
TOTAL,F,LT,1986,1882381.0
TOTAL,F,LT,1987,1900433.0
TOTAL,F,LT,1988,1917414.0
TOTAL,F,LT,1989,1935849.0
TOTAL,F,LT,1990,1946235.0
TOTAL,F,LT,1991,1950992.0
TOTAL,F,LT,1992,1953537.0
TOTAL,F,LT,1993,1947924.0
TOTAL,F,LT,1994,1937924.0
TOTAL,F,LT,1995,1925783.0
TOTAL,F,LT,1996,1913647.0
TOTAL,F,LT,1997,1902172.0
TOTAL,F,LT,1998,1890607.0
TOTAL,F,LT,1999,1878840.0
TOTAL,F,LT,2000,1867773.0
TOTAL,F,LT,2001,1856068.0
TOTAL,F,LT,2002,1841083.0
TOTAL,F,LT,2003,1830399.0
TOTAL,F,LT,2004,1814911.0
TOTAL,F,LT,2005,1792956.0
TOTAL,F,LT,2006,1761372.0
TOTAL,F,LT,2007,1743189.0
TOTAL,F,LT,2008,1725186.0
TOTAL,F,LT,2009,1710504.0
TOTAL,F,LT,2010,1691777.0
TOTAL,F,LT,2011,1645365.0
TOTAL,F,LT,2012,1620130.0
TOTAL,F,LT,2013,1603014.0
TOTAL,F,LT,2014,1587477.0
TOTAL,F,LT,2015,1575005.0
